id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
143,2023,Despertando o Interesse de Mulheres para os Cursos em STEM,Tainara Silva Novaes (UTFPR); Kathleen Danielly Souza Lins (UTFPR); Adolfo Gustavo S. Seca Neto (UTFPR); Mariangela de Oliveira Gomes Setti (UTFPR); Maria Claudia Figueiredo Pereira Emer (UTFPR),"Este artigo apresenta iniciativas que têm como objetivo promover a participação das mulheres nas áreas de STEM, buscando encorajar mais mulheres a seguirem carreiras nesses campos. O Projeto Emílias - Armação em Bits desenvolve oficinas nas escolas e um podcast, promovendo a interação entre jovens e profissionais da área de computação, além de contribuir para a formação de modelos femininos nesse campo. Os resultados demonstraram que 70,6% das estudantes demonstraram interesse pela computação após participarem das oficinas. Em relação aos ouvintes do podcast, dados do Spotify indicaram que 53% do público se identifica como feminino, 44% como masculino, e 3% não especificaram o gênero, o que mostra que o podcast tem alcançado um público feminino.",1,Cluster 1,0,0_stem_projeto_feminina_áreas
144,2023,Egressas de Cursos de Computação: o quê as influenciou a escolherem um curso na área?,Aline Vieira de Mello (Unipampa); Vanessa Petró (IFRS); Amanda Meincke Melo (Unipampa); Alice Fonseca Finger (Unipampa); Maiara Neri Bustamante Sá (Unipampa),"Este artigo tem o objetivo de identificar aspectos que influenciaram na escolha de cursos na área da Computação a partir da análise das trajetórias pessoais e escolares de egressas dos cursos de Ciência da Computação e Engenharia de Software da Universidade Federal do Pampa (UNIPAMPA). Trata-se de uma pesquisa com abordagem qualitativa, desenvolvida com base no método exploratório, em que foram realizadas dez entrevistas semiestruturadas com egressas dos referidos cursos. A análise aponta o perfil socioeconômico das egressas entrevistadas, a trajetória escolar pregressa, bem como os principais aspectos relacionados à escolha de um curso na área de Computação. A partir dessa análise, evidencia-se a relevância de ações voltadas à divulgação da área na educação básica.",5,Cluster 5,17,17_egressas_ciência_perfil_computação
145,2023,ELLAS: Uma plataforma de dados abertos com foco em lideranças femininas em STEM no contexto da América Latina,Rita Cristina Galarraga Berardi (UTFPR); Pedro Henrique Stolarski Auceli (UTFPR); Cristiano Maciel (UFMT / California State Polytechnic University); Guillermo Davila (Universidad de Lima); Indira R. Guzman (California State Polytechnic University); Luana Mendes (UFMT / UNISELVA),"Os países da América latina e Caribe sofrem com a sub-representação de mulheres nas áreas de STEM e para resolver esse problema iniciativas, políticas e ações são criadas com frequência por diversos órgãos, sejam eles públicos ou privados. Porém, dados e informações de iniciativas, políticas e ações, não estão abertos, concentrados em algum local e nem sempre estruturados. Para reduzir esse problema e facilitar pesquisas que utilizam dados sobre mulheres em STEM, a rede de pesquisa internacional ELLAS foi criada e executa um projeto. O intuito do projeto é a criação de uma plataforma com tecnologias baseada em Web Semântica para estruturar e concentrar os dados do Brasil, Peru e Bolívia, inicialmente. Assim, esse artigo tem por objetivo apresentar as estratégias adotadas para o desenvolvimento desta plataforma.",4,Cluster 4,26,26_dados_abertos_stem_emílias
146,2023,"Fatores de Atração, Evasão e Permanência de Mulheres nas Áreas da Computação",Nayara Dias dos Santos (PUCRS); Sabrina Marczak (PUCRS),"Apesar de terem protagonizado a história da Computação, o número de mulheres na área vem diminuindo desde meados dos anos 80. Visando identificar os fatores que motivam a atração, retenção e abandono de mulheres neste contexto, conduziu-se um Mapeamento Sistemático da Literatura publicada nos Anais do Women in Information Technology. A partir dos 24 artigos selecionados, identificou-se 43 fatores de atração, 17 de permanência e 88 fatores que levam as mulheres a evadirem a área. Identificou-se que a influência de terceiros, como família, amigos e outros profissionais, é um dos fatores em comum aos três aspectos estudados. Também se identificou que a ansiedade e o estresse, além da falta de suporte ao bem-estar, como apoio à gravidez, por exemplo, estão dentre as razões para evasão da área.",5,Cluster 5,21,21_identificou_fatores_desigualdade_traço
147,2023,Fatores e Dificuldades que Influenciam na Entrada e Permanência das Mulheres na Área de TI,Carla Ilane Moreira Bezerra (UFC); Maria Alice de Souza Macedo (UFC); Kassia Cristina de Sousa Lopes (UFC),"Este artigo apresenta um survey aplicado com mulheres da área de TI para investigação de fatores que influenciam na entrada e permanência delas na área. O survey recebeu respostas de 107 de mulheres que estão cursando uma graduação de TI ou trabalham na área. Os resultados mostraram que as mulheres escolhem a TI por terem afinidade com a área, mas enfrentam obstáculos socioculturais significativos no ambiente acadêmico e no mercado de trabalho, como experiências de machismo e assédio moral, além de desafios para equilibrar trabalho e vida pessoal. Esses problemas resultam em sentimentos de insegurança e inadequação. No entanto, permanecem na graduação por possuírem aptidão e interesse nas possibilidades de carreiras.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
148,2023,"Investigando a inter-relacão entre gamificação, gênero e IHC feminista: uma revisão sistemática da literatura",Karine Alessandra Córdova (UDESC); Ana Carolina Tomé Klock (Tampere University); Isabela Gasparini (UDESC),"Ao considerar a diversidade como um fator importante no desenvolvimento de soluções tecnológicas, pretende-se através de uma revisão sistemática da literatura, compreender como o gênero e perspectiva da Interacão Humano-Computador (IHC) feminista têm sido levados em conta no desenvolvimento de soluções gamificadas. O processo de revisão foi realizado nas bibliotecas digitais ACM e Web of Science com um total de 242 trabalhos encontrados, e após a aplicação de critérios de inclusão e exclusão, 4 foram analisados e discutidos neste artigo. Os resultados revelam que não há um padrão de incorporação de gênero, porém, o contexto mais comum é o educacional, em que os principais elementos de jogos utilizados são a competição e os desafios.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
149,2023,Investigando o desenvolvimento de soft skills em projetos parceiros do Programa Meninas Digitais: um estudo exploratório,Sofia Bento Desidério (UFC); Maria Rebecca L. Lelis (UFC); Maria Elanne M. Rodrigues (UFC); Francisca Kelen F. dos Santos (UFC); Anna Beatriz Marques (UFC),"Os projetos parceiros do Programa Meninas Digitais (PMD) realizam diversas ações que impactam no desenvolvimento acadêmico e profissional de suas integrantes. Neste contexto, se destacam as habilidades interpessoais ou soft skills. Este trabalho investiga o desenvolvimento de soft skills em alunas e pessoas coordenadoras que participam dos projetos parceiros do PMD. Para coleta dos dados foi conduzido um survey. Uma análise temática foi realizada para identificação de evidências de soft skills desenvolvidas durante a atuação dos respondentes nos projetos. As ações realizadas pelos projetos participantes da pesquisa foram mapeadas. Os resultados mostram que as ações promovidas pelos projetos impactam no desenvolvimento de habilidades como auto direção, comunicação, trabalho em equipe, diversidade e responsabilidade social.",1,Cluster 1,5,5_skills_soft_escolas_ensino
150,2023,Mapeamento do Perfil das Mulheres Brasileiras em Processamento de Linguagem Natural,Helena Caseli (UFSCar / BPLN); Evelin Amorim (INESC TEC / BPLN); Elisa Terumi Rubel Schneider (PUCPR / BPLN); Leidiana Iza Andrade Freitas (UFC / BPLN); Jéssica Rodrigues (University of Oxford / BPLN); Maria das Graças V. Nunes (USP / BPLN),"Conhecer o perfil das mulheres brasileiras que atuam em Processamento de Linguagem Natural (PLN) é um importante passo para o desenvolvimento de políticas e programas que visem aumentar a inclusão e a diversidade nessa área. Este é o primeiro trabalho realizado no Brasil com este fim. A partir de dados coletados via consulta pública, Lattes e Linkedin, notou-se que o perfil é de uma formação em computação ou linguística, atuando em empresas ou universidades, mas com pouca diversidade étnica e aparente dificuldade em conciliar vida profissional e maternidade. Analisando mais especificamente o grupo “Brasileiras em PLN” constatou-se uma expressiva capacidade de publicação e orientação, mas ainda uma baixa colaboração entre nossas integrantes.",4,Cluster 4,3,3_brasil_feminina_cursos_superior
151,2023,Mentoria acadêmica como aliada à integração de alunas de Computação no ambiente acadêmico,Marina Azevedo Ximenes Teles (UFC); Larissa Santos Saraiva (UFC); Maria Isabele de O. Freires (UFC); Marina da S. Rocha (UFC); Anna Beatriz Marques (UFC),"Com a crescente evasão no número de mulheres nos primeiros semestres da graduação dos cursos de Computação são necessárias ações que busquem mudar esse cenário. Assim, a realização de ações que visam a permanência de mulheres na Computação é de suma importância. Uma ação de mentoria acadêmica é proposta para engajar, apoiar e acolher alunas dos semestres iniciais de cursos de Engenharia de Software e Ciência da Computação de uma universidade. Esta pesquisa visa coletar e analisar o relato de treze alunas ingressantes que participaram da mentoria acadêmica, permitindo assim analisar a contribuição da mentoria na permanência das alunas, assim como coletar feedbacks dessa contribuição. Partindo disso, ações futuras foram sugeridas, assim como a permanência de ações já realizadas.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
152,2023,"Não se nasce mulher na computação, torna-se. Tornam-se juntas! Analisando sete anos de WIT.",Luiz Paulo Carvalho (UFRJ); Silas Lima Filho (UFRJ); Michele A. Brandão (IFMG / UFMG); Jonice Oliveira (UFRJ); Flávia Maria Santoro (UERJ); Mônica Ferreira da Silva (UFRJ),"O CSBC integra a computação brasileira e trata dos rumos da área no país. Em um de seus eventos-base, WIT, questões de gênero e computação se encontram. A análise dos últimos 7 anos de WIT expõe algo raro nos eventos do CSBC: uma quantidade absoluta e proporcional de autoria de mulheres em conformidade com a agenda dialética do evento. WIT apresenta coesão, reincidência e colaboração entre sua comunidade, com predominância de instituições fora da região Sudeste, e publicações onde percebemos a ênfase em educação e na solução de problemas enfrentados pelas brasileiras.",4,Cluster 4,13,13_wit_publicações_análise_anos
153,2023,Paridade de Gênero no Ensino Superior em STEM no Brasil: uma análise de 10 anos,Luciana Maria Azevedo Nascimento (UFRJ); Yuri Oliveira de Lima (UFRJ); Carlos Eduardo Barbosa (UFRJ / Marinha do Brasil); Luis Felipe Coimbra Costa (UFRJ); Ana Moura Santos (Universidade de Lisboa); Larissa Galeno (UFRJ); Geraldo Bonorino Xexéo (UFRJ); Jano Moreira de Souza (UFRJ),"Ciência, Tecnologia, Engenharia e Matemática (STEM) são áreas cruciais para o desenvolvimento socioeconômico do Brasil que sofrem com a falta de diversidade. Neste artigo, analisamos a participação feminina no Ensino Superior em STEM de 2010 a 2019 usando a metodologia SAGA da UNESCO. Os resultados mostram que a participação feminina em STEM aumentou de 29,5% para 33,7% no período. Nesse ritmo, levaria 24 anos para atingir o limite mínimo de paridade (45%). Concluímos que, mesmo com mudanças positivas no período, o Ensino Superior em STEM no Brasil ainda apresenta desafios consideráveis de igualdade de gênero que demandam a atenção de diversos atores sociais para melhorarem de forma mais acelerada.",1,Cluster 1,3,3_brasil_feminina_cursos_superior
